"","Nazwa_IZFiA","OZZ17","TER17","OB17","Profil17","PW17","NW17","Aktywa17","OZN17","OZU17","OZW17","OZZ18","OZN18","OZU18","OZW18","TER18","OB18","Profil18","PW18","NW18","Aktywa18","TFI","Lokalizacja","mean_daily_log_rr_16","std_daily_log_rr_16","var16_5","var16_95","es16","eg16","mean_daily_log_rr_17","std_daily_log_rr_17","var17_5","var17_95","es17","eg17","Data_utworzenia","yearly_rr_17","yearly_rr_16","yearly_std_16","yearly_std_17","zm.akt.17.18.proc","zm.akt.17.18.flow.proc","sr16","sr17","Wiek"
"195","NN (L) Stabilny Globalnej Alokacji","1.5","1.5","1.91","absolutnej stopy zwrotu",200,50,6.01273668238352,"2",0,"0",1.5,2,0,0,1.49,"1.87","absolutnej stopy zwrotu",200,50,5.56260286119342,"NN","zagraniczne","0.000193992","0.002677154","-0.005321855","1.335785573","0.000228884","0.023954866","9.32967E-05","0.001883935","-0.005436572","0.86845086","0.00018814","0.041251614",2014-03-24,"0.022764394","0.048498032","0.671965769","0.461564064",-0.362457170827215,-0.385221564827215,0.0498508012541335,0.0189884670050916,4.38904109589041
"196","NN (L) Stabilny Globalnej Alokacji EUR","","1.51","2.09","absolutnej stopy zwrotu",200,50,3.55820113047182,"2",0,"0",1.5,1.5,0,0,NA,"2.06","absolutnej stopy zwrotu",200,40,3.45631668088323,"NN","zagraniczne","0.000114543","0.00260317","-0.005154863","1.293870655","0.000154659","0.009386424","1.13533E-05","0.001754492","-0.005291754","0.824056444","0.000167588","0.018874968",2014-11-21,"0.002770217","0.028635783","0.653395718","0.429850549",-0.0968660968660969,-0.0996363138660969,0.0208691037060026,-0.0261248543851458,3.72602739726027
"197","NN (PL) Akcji","3.5","3.23","3.5","akcji",200,50,6.95759251382931,"4",0,"0",3.5,4,0,0,3.08,"3.5","akcji ",200,50,6.80350525760834,"NN","polskie","0.000463695","0.008638735","-0.015075765","3.784016891","-0.000465599","-0.086738462","0.000707216","0.008717056","-0.01636046","3.476897674","0.000235427","0.106603761",1998-03-09,"0.172560615","0.11592366","2.168322393","2.135678747",-0.142802778042051,-0.315363393042051,0.0465445822659085,0.0742436638575586,20.441095890411
"198","NN (PL) Akcji Œrodkowoeuropejskich","3.5","4.32","3.51","akcji",200,50,5.2533200006173,"4",0,"0",3.5,4,0,0,3.81,"3.51","akcji ",200,50,4.97258722645873,"NN","zagraniczne","0.000235611","0.010277348","-0.018265137","4.584549307","-0.000644477","-0.149836704","0.000609563","0.008582591","-0.017971994","3.704555654","0.000224675","0.026735409",2008-07-07,"0.148733295","0.058902686","2.579614294","2.102734753",-0.244769874476987,-0.393503169476987,0.0170190892887028,0.0640752690313289,10.1041095890411
"199","NN (PL) Gotówkowy","0.75","0.75","0.75","pieniê¿ne",200,50,6.64287785918362,"0",0,"0",0.75,0,0,0,0.7,"0.75","gotówkowe i pieniê¿ne ",200,50,6.64144323226655,"NN","polskie","3.66002E-05","0.000248333","-0.000592425","0.148698721","4.77064E-05","0.013273157","6.18086E-05","0.00123343","-0.000531028","0.355728131","3.71479E-05","0.007937217",1999-02-24,"0.015081294","0.009150039","0.062331619","0.302190291",-0.00143359833181273,-0.0165148923318127,-0.0938522228983014,0.00357818908218994,19.4767123287671
"200","NN (PL) Obligacji","1.25","1.19","1.25","d³u¿ne",200,50,6.59249643876012,"1",0,"0",1.25,1,0,0,1.17,"1.25","d³u¿ne ",200,50,6.86724573564393,"NN","polskie","0.000137371","0.008886805","-0.016981974","4.26247541","-0.000594403","-0.129358425","0.001008118","0.013251906","-0.018718646","4.677348546","6.61085E-05","-0.039865033",1999-02-24,"0.245980859","0.034342655","2.23058815","3.24671707",0.316200657894737,0.0702197988947367,0.00867154925036251,0.0714509007093741,19.4767123287671
"201","NN (PL) Stabilnego Wzrostu","2.5","2.17","2.51","mieszane",200,50,7.12504171081195,"3",0,"0",2.5,3,0,0,1.97,"2.5","mieszane",200,50,7.10266395128156,"NN","zagraniczne","0.000180364","0.003235204","-0.005836314","1.464914796","-0.000118768","-0.033094037","0.000297399","0.003073976","-0.006259156","1.263931796","3.89667E-05","0.032144816",2000-12-06,"0.072565239","0.045091075","0.812036314","0.753124138",-0.022129234730828,-0.094694473730828,0.0370563169173737,0.0777630619508839,17.6931506849315
"202","NN (PL) Œrednich i Ma³ych Spó³ek","3.5","3.54","3.51","akcji",200,50,5.78597671228219,"4",0,"0",3.5,4,0,0,3.54,"3.51","akcji ",200,50,5.4731106569212,"NN","polskie","0.000643927","0.006555204","-0.012145297","3.048469616","8.48447E-05","0.021082329","0.000400866","0.005701634","-0.012487676","2.412953506","0.000531961","0.153990035",2001-10-24,"0.097811186","0.160981863","1.645356088","1.396900331",-0.26865213386552,-0.36646331986552,0.0887235681471523,0.0599979713226942,16.8109589041096
"203","NN (PL) Zrównowa¿ony","3","2.53","3.01","mieszane",200,50,6.52341545248892,"4",0,"0",3,3.5,0,0,2.39,"3","mieszane",200,50,6.48448255222401,"NN","zagraniczne","0.000291127","0.004814022","-0.008649054","2.170912431","-0.000244006","-0.064543533","0.000434143","0.004803025","-0.009254034","1.927014093","0.000115774","0.064324436",1998-03-09,"0.105930783","0.072781761","1.208319647","1.176741099",-0.0381847554707005,-0.144115538470701,0.0478199300520022,0.0781232023578706,20.441095890411
"204","NN SFIO Akcji 2","0.8","0.62","0.8","akcji",2000000,10000,7.5108136247604,"5",0,"0",0.8,5,0,0,0.82,"0.8","akcji ",2000000,10000,7.37944498599953,"NN","polskie","0.00052288","0.008769257","-0.015531245","3.898342506","-0.000387263","-0.099034321","0.000777211","0.009614081","-0.016700058","3.727029209","0.000370297","0.126657289",2001-11-05,"0.18963958","0.130720042","2.201083586","2.355449871",-0.123105542485091,-0.312745122485091,0.0525741242795311,0.0745673181851383,16.7780821917808
"205","NN SFIO Obligacji 2","0.53","0.23","0.53","d³u¿ne",2000000,10000,7.63762004247724,"2",0,"0",0.53,2,0,0,0.53,"0.53","d³u¿ne ",2000000,10000,7.64530204683877,"NN","polskie","7.47909E-05","0.001789964","-0.00323682","0.812441801","6.89461E-06","0.020902438","0.000179914","0.001774743","-0.002816787","0.771226494","7.79783E-05","0.023748442",2001-11-19,"0.043898968","0.018697714","0.449280998","0.434812075",0.00771158665895508,-0.0361873813410449,0.00823029243716201,0.0687629661618758,16.7397260273973
"206","NN Subfundusz Perspektywa 2020","1.3","1.19","1.59","mieszane",200,50,3.90197266957464,"3",0,"0",1.3,3,0,0,1.14,"1.61","mieszane",200,50,4.07923092441205,"NN","zagraniczne","0.000143676","0.002016138","-0.00378497","0.950027368","-4.4327E-05","-0.004759071","0.000167438","0.001827927","-0.004056109","0.763009465","0.00014803","0.019780568",2012-03-19,"0.040854765","0.035919032","0.506050763","0.447842123",0.193939393939394,0.153084628939394,0.0413378133766394,0.0599648037127584,6.4027397260274
"207","NN Subfundusz Perspektywa 2025","1.5","1.38","1.8","mieszane",200,50,4.31748811353631,"3",0,"0",1.5,3,0,0,1.34,"1.82","mieszane",200,50,4.54435804659133,"NN","zagraniczne","0.000196419","0.003015218","-0.005490682","1.378161255","-0.000103586","-0.017179966","0.000243729","0.002831577","-0.00607828","1.16358503","0.000170917","0.026849646",2012-03-19,"0.059469994","0.049104831","0.756819644","0.693736266",0.254666666666667,0.195196672666667,0.0450633532974205,0.0655436312450184,6.4027397260274
"208","NN Subfundusz Perspektywa 2030","1.7","1.48","2.02","mieszane",200,50,4.07923092441205,"3",0,"0",1.7,3,0,0,1.47,"2.04","mieszane",200,50,4.34898678059568,"NN","zagraniczne","0.000207539","0.0034685","-0.006373135","1.599657008","-0.000144903","-0.019107503","0.000270987","0.003255944","-0.007036916","1.332898561","0.000175748","0.026921709",2012-03-19,"0.066120901","0.051884835","0.87059342","0.797706243",0.309644670050761,0.243523769050761,0.0423674635629569,0.0653384644502525,6.4027397260274
"209","NN Subfundusz Perspektywa 2035","1.9","1.56","2.23","mieszane",200,50,3.96461545554732,"3",0,"0",1.9,3,0,0,1.54,"2.25","mieszane",200,50,4.23844490619586,"NN","zagraniczne","0.00022213","0.003897538","-0.007170352","1.799758227","-0.000176511","-0.033177368","0.000292138","0.003622939","-0.007933962","1.486869601","0.000189152","0.019705877",2012-03-19,"0.071281594","0.055532549","0.97828194","0.887620064",0.314990512333966,0.243708918333966,0.041432379912891,0.06453391076117,6.4027397260274
"210","NN Subfundusz Perspektywa 2040","2.1","1.69","2.44","mieszane",200,50,3.66612246699132,"3",0,"0",2.1,3,0,0,1.68,"2.46","mieszane",200,50,3.97217692824789,"NN","zagraniczne","0.000231286","0.00432019","-0.007943655","1.993857385","-0.000198518","-0.035558903","0.000314427","0.004002927","-0.008821177","1.641473138","0.000183639","0.025654122",2012-03-19,"0.076720235","0.057821529","1.084367653","0.980717153",0.358056265984655,0.281336030984655,0.0394898620237614,0.0639534393868198,6.4027397260274
"211","NN Subfundusz Perspektywa 2045","2.1","1.79","2.45","mieszane",200,50,3.84374416467485,"3",0,"0",2.1,3,0,0,1.72,"2.46","mieszane",200,50,4.18052225846315,"NN","zagraniczne","0.000251158","0.004678771","-0.008599854","2.158563403","-0.000185448","-0.047116212","0.000337122","0.004378079","-0.009565231","1.787083782","0.000181583","0.035631284",2012-03-19,"0.08225766","0.062789432","1.17437153","1.072629464",0.400428265524625,0.318170605524625,0.0406936227413483,0.0636358241973484,6.4027397260274
"212","Noble Fund Africa and Frontier","4","4.48","5.38","akcji",500,100,2.33214389523559,"4",0,"0",4,3.5,0,0,4.4,"4.43","akcji ",500,100,2.06686275947298,"Noble Funds","zagraniczne","0.000444508","0.007753932","-0.013073009","3.281325356","-0.001227827","-0.304917303","0.000685541","0.005151235","-0.014453767","2.48644643","0.000524923","0.088049095",2010-08-11,"0.170699662","0.111127046","1.94623695","1.287808634",-0.233009708737864,-0.403709370737864,0.0493912347106553,0.121679306896152,8.00821917808219
"213","Noble Fund Akcji","4","4.13","4.05","akcji",500,100,6.02247860063715,"4",0,"0",4,3.5,0,0,4.04,"4.03","akcji ",500,100,5.78043482617728,"Noble Funds","polskie","0.000300204","0.008677116","-0.015438777","3.875133103","-0.000254738","-0.009531438","0.000756685","0.006735634","-0.016349335","3.075273268","0.000169809","0.032544497",2006-12-01,"0.188414472","0.075050994","2.177956111","1.683908582",-0.214978187106156,-0.403392659106156,0.027572178198039,0.103577162005342,11.7041095890411
"214","Noble Fund Akcji Ma³ych i Œrednich Spó³ek","4","4.19","4.05","akcji",500,100,5.70711026474888,"4",0,"20",4,3.5,0,20,4.9,"4.04","akcji ",500,100,5.34567793790787,"Noble Funds","polskie","0.000421531","0.007476712","-0.013703471","3.439571199","0.00029702","0.104852646","0.000513435","0.005120436","-0.01422744","2.493669015","-3.12889E-05","0.069133849",2007-08-01,"0.127845361","0.105382698","1.876654727","1.280108977",-0.303322259136213,-0.431167620136213,0.0481616019716556,0.0889341165834196,11.0383561643836
"215","Noble Fund Global Return","4","4.62","4.1","absolutnej stopy zwrotu",500,100,3.81990771652034,"4",0,"10",4,3,0,10,4.93,"4.08","absolutnej stopy zwrotu",500,100,4.10098910494077,"Noble Funds","zagraniczne","-0.000127215","0.004775749","-0.009960251","2.500023073","3.35465E-05","0.006275648","0.000571576","0.004409255","-0.010834505","1.579466928","-6.20753E-05","-0.040436357",2009-03-13,"0.14232249","-0.031803729","1.198713002","1.102313868",0.324561403508772,0.182238913508772,-0.0390449831793849,0.116411934681384,9.42191780821918
"216","Noble Fund Mieszany","4","4.16","4.06","mieszane",500,100,4.60916220725763,"4",0,"0",4,3,0,0,4.08,"4.04","mieszane",500,100,4.41521960202965,"Noble Funds","zagraniczne","-1.11242E-06","0.003827738","-0.008040933","2.018274175","0.000127263","0.079098096","0.000405312","0.002967614","-0.007516655","1.314476711","-0.000144384","0.001027982",2006-12-01,"0.100922587","-0.000278106","0.960762246","0.741903406",-0.176294820717131,-0.277217407717131,-0.0159020674090893,0.117161595831789,11.7041095890411
"217","Noble Fund Obligacji","1.5","1.53","1.53","d³u¿ne",500,100,4.37197629882038,"1",0,"0",1.5,1,0,0,1.54,"1.54","d³u¿ne ",500,100,4.19418989719182,"Noble Funds","polskie","8.25439E-06","0.001172448","-0.001986857","0.498700982","1.70901E-05","0.008815209","8.51415E-05","0.000645914","-0.001379852","0.461740998","2.89987E-05","0.008710833",2014-05-02,"0.021200236","0.002063597","0.294284492","0.161478391",-0.162878787878788,-0.184079023878788,-0.0439588335494077,0.0445894707979844,4.28219178082192
"218","Noble Fund Pieniê¿ny","1","1.53","1.2","pieniê¿ne",500,100,4.31615389052317,"0",0,"0",1,0.5,0,0,1.02,"1.02","gotówkowe i pieniê¿ne ",500,100,5.69137245457952,"Noble Funds","polskie","6.14586E-05","0.000549398","-0.000928104","0.232954193","2.55738E-05","0.00868351","0.000130669","0.000273423","-0.001244281","0.148908969","9.0029E-05","0.014233212",2006-12-01,"0.032536566","0.015364657","0.137898784","0.068355709",2.95594125500668,2.92340468900668,0.0026443815487162,0.2711780225994,11.7041095890411
"219","Noble Fund Stabilnego Wzrostu Plus","3.5","3.56","3.56","mieszane",500,100,5.08697886068359,"3",0,"0",3.5,2,0,0,3.56,"3.54","mieszane",500,100,5.23962837019936,"Noble Funds","zagraniczne","3.24322E-05","0.003239568","-0.006377051","1.600639832","9.94895E-05","0.069782748","0.000336624","0.002426175","-0.006454608","1.12778947","2.5476E-05","-0.000268462",2007-12-28,"0.083819377","0.008108057","0.81313148","0.606543831",0.164916615194564,0.0810972381945645,-0.00847580393763626,0.115110192259131,10.6301369863014
"220","Noble Fund Timingowy","4","4.28","4.08","mieszane",500,100,4.48751214251986,"4",0,"10",4,3,0,10,4.45,"4.05","mieszane",500,100,4.275276264727,"Noble Funds","zagraniczne","0.000231265","0.004830691","-0.009608373","2.411701548","0.000348892","0.129833221","0.000479399","0.005240347","-0.009589676","2.08004516","0.00016635","0.053138435",2008-07-31,"0.119370249","0.057816363","1.212503453","1.310086662",-0.191226096737908,-0.310596345737908,0.0353123637661096,0.0804299837990412,10.0383561643836
"221","Novo FIO (Akcji)","4","4.12","4.23","akcji",100,50,4.74319148388547,"4",0,"0",4,4,0,0,4.02,"4.43","akcji ",100,50,4.37826958579617,"Novo","polskie","0.000237306","0.01356687","-0.026073435","6.544432077","-0.001687429","-0.400901218","0.001333026","0.010011177","-0.02537217","4.719942885","-0.000179064","0.049354141",1998-06-01,"0.331923564","0.059326555","3.405284354","2.502794229",-0.305749128919861,-0.637672692919861,0.0130169907684602,0.127027448088302,20.2109589041096
"222","Novo FIO (Aktywnej Alokacji)","3.6","3.63","3.83","mieszane",100,50,3.51154543883102,"3",0,"0",3.5,3,0,0,3.52,"4.07","mieszane",100,50,3.32143241319329,"Novo","zagraniczne","0.000558386","0.009943935","-0.021179667","5.316096325","-0.000892693","-0.219412212","0.000855297","0.006063753","-0.019701742","3.102873521","0.000532173","0.139436537",2009-11-02,"0.212968845","0.139596525","2.495927753","1.515938189",-0.173134328358209,-0.386103173358209,0.0499199245051225,0.13125129140737,8.78082191780822
"223","Novo FIO (Globalnego Dochodu)","2","-","7.57","mieszane",100,50,-0.22314355131421,"2",0,"0",2,1.5,0,0,5.95,"4.5","mieszane",100,50,-0.916290731874155,"Novo","zagraniczne","-9.46096E-05","0.008330764","-0.015873919","3.984353544","-0.000108124","-0.019878362","0.000176187","0.002834765","-0.01752124","2.035598459","-0.0011086","-0.108484506",2014-07-08,"0.043870506","-0.023652393","2.091021743","0.708691301",-0.5,-0.543870506,-0.0184849311727123,0.0421488255293259,4.0986301369863
"224","Novo FIO (Gotówkowy)","1","1","1.02","pieniê¿ne",100,50,4.98497554731568,"0",0,"0",1,0.15,0,0,1.01,"1.77","gotówkowe i pieniê¿ne ",100,50,4.4320065669789,"Novo","polskie","-2.02524E-06","0.001211467","-0.001419772","0.356362677","3.9308E-05","0.014219041","4.88483E-05","0.00152462","-0.001225224","0.634830942","-1.08004E-05","-0.009947176",2008-08-04,"0.012163236","-0.000506311","0.304078296","0.381154935",-0.424760601915185,-0.436923837915185,-0.0509944682141997,-0.00481894324679281,10.027397260274
"225","Novo FIO (Ma³ych i Œrednich Spó³ek)","4","-","4","akcji",100,50,NA,"4",0,"0",4,4,0,0,2.28,"2.28","akcji ",100,50,2.53369681395743,"Novo","polskie",NA,NA,NA,NA,NA,NA,"-0.000199996","0.003967944",NA,NA,NA,NA,2017-06-06,"-0.028399475",NA,NA,"0.567416017",NA,NA,NA,-0.0747237894766725,1.18356164383562
"226","Novo FIO (Obligacji Przedsiêbiorstw)","1.9","1.9","2.18","d³u¿ne",100,50,5.77206398207261,"0",0,"0",1.9,0.1,0,0,1.9,"2.03","d³u¿ne ",100,50,5.40985874128094,"Novo","polskie","4.44889E-05","0.001893917","-0.002813472","0.706181437","1.20088E-05","-0.000978046","-5.22997E-05","0.002311581","-0.00221239","1.020396926","5.88522E-05","0.013292877",1998-06-01,"-0.013022621","0.011122216","0.475373241","0.577895308",-0.303860523038605,-0.290837902038605,-0.0081573459874238,-0.0467604090670347,20.2109589041096
"227","Novo FIO (Papierów D³u¿nych)","1.5","1.51","1.97","d³u¿ne",100,50,3.56953269648137,"1",0,"0",1.5,0.5,0,0,1.52,"2.21","d³u¿ne ",100,50,3.25037449192757,"Novo","polskie","-6.75824E-05","0.002706965","-0.003796681","0.952966825","-7.0466E-05","-0.012167833","-0.000150364","0.003267321","-0.002965053","1.436754544","-6.79223E-05","-0.020780434",2001-01-19,"-0.037440561","-0.016895597","0.67944825","0.81683032",-0.273239436619718,-0.235798875619718,-0.0469433794258797,-0.0629758222001358,17.572602739726
"228","Novo FIO (Stabilnego Wzrostu)","3","3.02","3.23","mieszane",100,50,3.96081316959758,"2",0,"0",3,1.5,0,0,3.01,"3.72","mieszane",100,50,3.77505715035499,"Novo","zagraniczne","0.000238472","0.006006254","-0.010113448","2.538475458","-0.000633937","-0.155894001","0.000277713","0.005643596","-0.00997757","2.608761694","0.000106476","0.059523695",1999-09-01,"0.069150563","0.059617967","1.507569846","1.410898952",-0.169523809523809,-0.238674372523809,0.0295959534600561,0.0390889531258224,18.958904109589
"229","Novo FIO (Zrównowa¿onego Wzrostu)","4","4.05","4.39","mieszane",100,50,4.19720194766181,"2",0,"0",4,2,0,0,4.24,"4.13","mieszane",100,50,3.98527346716774,"Novo","zagraniczne","0.000291492","0.009097395","-0.017134035","4.300642731","-0.00111947","-0.265695724","0.000644366","0.00681198","-0.016922893","3.246631229","4.75933E-05","0.052411818",1998-06-01,"0.16044702","0.072873023","2.283446078","1.702994913",-0.190977443609023,-0.351424463609023,0.0253445980430986,0.0859938094248435,20.2109589041096
"230","Open Finance Akcji","4","5.48","5.35","akcji",500,100,2.4423470353692,"4",0,"20",4,4,0,20,5.05,"5.05","akcji ",500,100,1.16315080980568,"Open Finance","polskie","0.000365681","0.007620775","-0.013246223","3.324801972","-0.000655875","-0.179025799","0.000468563","0.006448628","-0.014565858","2.806790616","0.000130589","0.069934262",2012-11-08,"0.116203595","0.091420185","1.912814491","1.605708257",-0.721739130434783,-0.837942725434783,0.0399516970200536,0.0636501646886655,5.76164383561644
"231","Open Finance Akcji Ma³ych i Œrednich Spó³ek","4","5.14","5.02","akcji",500,100,1.87180217690159,"4",0,"20",4,4,0,20,4.82,"4.81","akcji ",500,100,1.91692261218206,"Open Finance","polskie","0.000573522","0.006745154","-0.011675118","2.930454658","0.000127341","0.029549757","0.000324425","0.005010347","-0.012469135","2.364370166","9.48186E-05","0.113680851",2012-11-08,"0.080457413","0.143380547","1.693033656","1.247576462",0.0461538461538461,-0.0343035668461539,0.0758287034312802,0.0532692103644386,5.76164383561644
"232","Open Finance Aktywnej Alokacji","4","5.28","4.76","mieszane",500,100,2.57261223020711,"4",0,"15",4,3.5,0,15,4.8,"4.8","mieszane",500,100,1.75785791755237,"Open Finance","zagraniczne","0.000154717","0.002392096","-0.004835959","1.213825743","-0.000171665","-0.051764104","-9.98062E-05","0.002975008","-0.004630943","0.887196698","0.000252349","0.0426403",2012-11-08,"-0.024751929","0.038679146","0.600416186","0.740777037",-0.557251908396947,-0.532499979396947,0.0394378875055843,-0.0523125408381146,5.76164383561644
"233","Open Finance Obligacji","2","2.26","2.32","d³u¿ne",500,100,3.64021428213266,"1",0,"0",2,1,0,0,2.49,"2.48","d³u¿ne ",500,100,3.03974915897077,"Open Finance","polskie","-1.25693E-05","0.001380451","-0.002174661","0.545840028","-0.000102027","-0.020213672","8.99013E-05","0.000916014","-0.001702676","0.572435109","-9.41484E-06","-0.005515393",2012-11-08,"0.022295524","-0.003142332","0.346493147","0.228087406",-0.451443569553806,-0.473739093553806,-0.0523598580724599,0.0363699344276816,5.76164383561644
"234","Open Finance Pieniê¿ny","1.2","1.47","1.47","d³u¿ne",500,100,4.01277290852829,"0",0,"0",1.2,0,0,0,1.61,"1.61","d³u¿ne ",500,100,3.3178157727231,"Open Finance","polskie","5.48463E-05","0.000379442","-0.000657456","0.165021347","5.47227E-05","0.014293721","6.9584E-05","0.000491602","-0.000647878","0.1747449","4.48554E-05","0.012047889",2012-11-08,"0.017256834","0.013711569","0.095239857","0.122409017",-0.500904159132007,-0.518160993132007,-0.0135282752472003,0.0266061608843734,5.76164383561644
"235","Open Finance Stabilnego Wzrostu","3.5","4.01","4.01","mieszane",500,100,2.95491027903374,"3",0,"0",3.5,3,0,0,4.24,"4.24","mieszane",500,100,2.45100509811232,"Open Finance","zagraniczne","5.43618E-05","0.001623992","-0.003820491","0.95894325","-0.000175914","-0.050826129","4.11894E-05","0.002076388","-0.003705239","0.72030355","6.40347E-05","0.013354929",2012-11-08,"0.010214969","0.013590454","0.407622103","0.51702058",-0.395833333333333,-0.406048302333333,-0.00345797244463949,-0.00732085171541914,5.76164383561644
"236","OPERA FIO (Avista.pl)","0.3","0.72","0.93","d³u¿ne",500,500,3.18221184049661,"0",0,"0",0.3,0,0,0,0.87,"1.32","d³u¿ne ",500,500,3.01553490085017,"Opera","polskie","-6.56173E-06","0.00201179","-0.003429632","0.864267264","3.55371E-06","0.001990449","-5.30981E-05","0.002015136","-0.002606511","0.941023723","2.82649E-05","0.006935051",2007-02-28,"-0.013274531","-0.001646995","0.506971125","0.505799151",-0.153526970954357,-0.140252439954357,-0.0328361797725659,-0.0539236393459269,11.4602739726027
"237","OPERA FIO (Equilibrium.pl)","1.75","2.52","4.07","mieszane",500,500,1.85629799036563,"1",0,"10",1.75,0.5,0,10,4.91,"6.18","mieszane",500,500,1.75785791755237,"Opera","zagraniczne","-1.89627E-05","0.008079896","-0.014752134","3.717537877","-0.000992434","-0.187533756","0.000868165","0.006768587","-0.014215037","3.029197492","-0.00011038","0.005465885",2008-06-30,"0.21704132","-0.004759647","2.036133866","1.698915341",-0.0937500000000001,-0.31079132,-0.00970449307383604,0.119512323598472,10.1232876712329
"238","OPERA FIO (Pecunia.pl)","0.3","0.86","1.04","pieniê¿ne",500,500,2.50143595173921,"0",0,"0",0.3,0,0,0,1.12,"1.54","gotówkowe i pieniê¿ne ",500,500,2.43361335540045,"Opera","polskie","1.58665E-05","0.001000493","-0.00167538","0.422195834","6.87861E-06","0.004827817","5.68281E-05","0.00090021","-0.001270366","0.43215584","4.36639E-05","0.002965429",2010-10-07,"0.014207027","0.003982482","0.252124111","0.225952651",-0.0655737704918032,-0.0797807974918032,-0.0436987876974606,0.000916240633087329,7.85205479452055
"239","OPERA NGO SFIO","1.5","2.54","4.55","mieszane",50000,10000,2.7408400239252,"0",0,"10",1.5,0,0,10,4.33,"5.95","mieszane",50000,10000,2.86789890204411,"Opera","zagraniczne",NA,NA,NA,NA,NA,NA,"0.003766897","0.009665616","-0.010859231","0.914775653","0.003326778","0.202523261",2006-02-22,"0.195878668",NA,NA,"0.512277639",0.135483870967742,-0.060394797032258,NA,0.355039248550921,12.4767123287671
"240","OPERA SFIO (Alfa-plus.pl)","0","0.36","0.53","absolutnej stopy zwrotu",160000,10000,3.47196645255036,"2",1,"25",0,1.5,1,25,4.6,"6.29","absolutnej stopy zwrotu",160000,10000,3.51154543883102,"Opera","zagraniczne",NA,NA,NA,NA,NA,NA,"0.002364017","0.006207854","-0.033114144","1.008410532","0.004807751","0.26409042",2009-04-17,"0.134748975",NA,NA,"0.360055557",0.0403726708074533,-0.0943763041925467,NA,0.335362064693811,9.32602739726027
"241","OPERA SFIO (Avista-plus.pl)","0","1.02","1.09","d³u¿ne",160000,10000,0.693147180559945,"1",1,"10",0,0.5,1,10,3.55,"4.92","d³u¿ne ",160000,10000,0.641853886172395,"Opera","zagraniczne",NA,NA,NA,NA,NA,NA,"-0.000165874","0.00228628","-0.004926334","0.24795761","0.000190417","0.059810023",2009-04-17,"-0.009454845",NA,NA,"0.132604266",-0.05,-0.040545155,NA,-0.176878510077496,9.32602739726027
"242","OPERA SFIO (Tutus-plus)","0.17","0.44","2.01","d³u¿ne",160000,10000,5.79544966318202,"2",1,"4.88",0.17,1.5,1,4.88,0.46,"2.52","d³u¿ne ",160000,10000,5.44587493090565,"Opera","polskie",NA,NA,NA,NA,NA,NA,"0.000540291","0.003451573","-0.004919012","0.332003636","5.87189E-05","0.002907017",2011-12-07,"0.030796599",NA,NA,"0.200191213",-0.295012165450122,-0.325808764450122,NA,0.0839027784900829,6.68493150684932
"243","Rockbridge FIO Strategii Akcyjnej","2.5","2.64","2.6","absolutnej stopy zwrotu",1000,100,2.16332302566054,"3",0,"20",2.5,2.5,0,20,3.09,"2.69","absolutnej stopy zwrotu",1000,100,1.62924053973028,"Rockbridge","zagraniczne","0.0002164","0.003338646","-0.006037669","1.515454822","0.000155315","0.039322805","0.000350684","0.003002151","-0.005981811","1.13952259","0.000189317","0.065802518",2008-10-20,"0.087320405","0.054100007","0.838000082","0.750537764",-0.413793103448276,-0.501113508448276,0.0466587150047558,0.09769049409218,9.81643835616438
"244","Rockbridge Subfundusz Akcji","4","4.05","4.03","akcji",1000,100,5.00729639283074,"4",0,"0",4,4,0,0,4.19,"4.05","akcji ",1000,100,4.64439089914137,"Rockbridge","polskie","0.000289896","0.008532944","-0.016805994","4.218304476","-0.000407095","-0.061996261","0.000343053","0.005282075","-0.017079476","2.545264678","-0.000480014","0.044359934",1999-07-28,"0.085420203","0.072473908","2.14176901","1.320518702",-0.304347826086957,-0.389768029086957,0.0268347836445724,0.0540849613805773,19.0547945205479
"245","Rockbridge Subfundusz Akcji Rynków Wschodz¹cych","4","4.32","4.43","akcji",1000,100,3.00568260440716,"4",0,"0",4,4,0,0,4.58,"4.41","akcji ",1000,100,2.85647020622048,"Rockbridge","zagraniczne","0.000236586","0.008563936","-0.016166281","4.057736551","-0.000412363","-0.070176063","0.000277638","0.006361479","-0.015794304","2.869888203","-3.19206E-05","0.067730299",2001-02-01,"0.069131847","0.059146425","2.149548025","1.590369854",-0.138613861386139,-0.207745708386139,0.0205375383506493,0.0346660538498864,17.5369863013699
"246","Rockbridge Subfundusz Dywidendowy","3.5","4.33","5.99","akcji",1000,100,2.94443897916644,"4",0,"0",3.5,4,0,0,4.28,"3.72","akcji ",1000,100,2.36085400111802,"Rockbridge","zagraniczne","0.000797935","0.005644742",NA,NA,NA,NA,"0.000230353","0.00459592","-0.010228295","2.095432452","0.000743384","0.20181771",2016-02-15,"0.057357867","0.177141497","1.258777381","1.148980045",-0.442105263157895,-0.499463130157895,0.1288087150654,0.0377359617242091,2.49041095890411
