"","Nazwa","Nazwa_IZFiA","OB","TFI","Data_utworzenia","PW","NW","Aktywa","Profil","OZZ","OZN","OZU","OZW","TER","mean_daily_log_rr","std_daily_log_rr","var_5","var_95","es","eg","yearly_rr","yearly_std","Lokalizacja","Rok","sr","Wiek","Name_time"
"36","Arka Platinum Konserwatywny","Arka Platinum Konserwatywny",1.82,"Arka BZ WBK","2012-02-10",1000,500,"221.3","mieszane",1.8,"3",1,"","1.48","1.48711E-05","0.001423779","-0.002761394","0.693109834","-3.88761E-05","0.003423136","0.003717777","0.357368627","zagraniczne","2017",-0.0315702670788726,6.50867579908676,"Arka Platinum Konserwatywny2017"
"37","Arka Platinum Stabilny","Arka Platinum Stabilny",2.35,"Arka BZ WBK","2006-05-30",1000,500,"109.7","mieszane",2.3,"3",1,"","2.08","6.32424E-05","0.002406964","-0.004887575","1.226781331","-4.42308E-05","-0.023289895","0.015810606","0.604147902","zagraniczne","2017",0.00134173436225887,12.212899543379,"Arka Platinum Stabilny2017"
"38","Arka Presti¿ Akcji Europejskich","Arka Presti¿ Akcji Europejskich",3.28,"Arka Presti¿","2016-02-19",10000,1000,"148.3","akcji",2.5,"2",1,"","3.26","0.000783461","0.009466486",NA,NA,NA,NA,"0.170011104","2.063693934","zagraniczne","2017",0.0751134174724962,2.48127853881279,"Arka Presti¿ Akcji Europejskich2017"
"39","Arka Presti¿ Akcji Polskich","Arka Presti¿ Akcji Polskich Subfundusz",3.02,"Arka Presti¿","2010-11-16",10000,1000,"410.6","akcji",3,"2",1,"","3.04","0.000460599","0.007806319","-0.013802","3.464301984","1.79E-05","0.050209039","0.115149637","1.959386052","polskie","2017",0.0511127640710591,7.74429223744292,"Arka Presti¿ Akcji Polskich2017"
"40","Arka Presti¿ Akcji Œrodkowej i Wschodniej Europy","Arka Presti¿ Akcji Œrodkowej i Wschodniej Europy Subfundusz",3.39,"Arka Presti¿","2010-11-16",10000,1000,"40.1","akcji",3,"2",1,"","4.45","0.000509941","0.01035827","-0.019009886","4.771481426","-0.000345204","-0.092466452","0.127485206","2.599925847","zagraniczne","2017",0.0432647746972454,7.74429223744292,"Arka Presti¿ Akcji Œrodkowej i Wschodniej Europy2017"
"41","Arka Presti¿ Europejskich Spó³ek Dywidendowych","Arka Presti¿ Europejskich Spó³ek Dywidendowych",2.63,"Arka Presti¿","2016-02-19",10000,1000,"48.2","akcji",2.5,"2",1,"","3.13","7.02325E-05","0.008014298",NA,NA,NA,NA,"0.015240454","1.747117067","zagraniczne","2017",0.000137629014415667,2.48127853881279,"Arka Presti¿ Europejskich Spó³ek Dywidendowych2017"
"42","Arka Presti¿ Gotówkowy","Arka Presti¿ Gotówkowy",0.95,"Arka Presti¿","2013-11-22",10000,1000,"336.8","pieniê¿ne",0.8,"2",1,"","0.97","4.02877E-05","0.000414278","-0.000690766","0.173382343","4.01088E-05","0.011453972","0.010071931","0.103983755","polskie","2017",-0.0473926816741711,4.72511415525114,"Arka Presti¿ Gotówkowy2017"
"43","Arka Presti¿ Obligacji Korporacyjnych","Arka Presti¿ Obligacji Korporacyjnych Subfundusz",1.72,"Arka Presti¿","2011-05-27",10000,1000,"3511.4","d³u¿ne",1.8,"2",1,"","1.69","0.000119812","0.000775107","-0.001068654","0.268232164","5.64693E-05","0.010583412","0.029952952","0.194551901","polskie","2017",0.0768584214450827,7.21837899543379,"Arka Presti¿ Obligacji Korporacyjnych2017"
"44","Arka Presti¿ Obligacji Skarbowych","Arka Presti¿ Obligacji Skarbowych Subfundusz",1.51,"Arka Presti¿","2010-11-16",10000,1000,"330","d³u¿ne",1.5,"2",1,"","1.5","-2.63563E-05","0.001882174","-0.002820842","0.708031246","-2.77841E-05","0.006584054","-0.006589069","0.472425677","polskie","2017",-0.0456983395506676,7.74429223744292,"Arka Presti¿ Obligacji Skarbowych2017"
"45","Aviva Investors Obligacji","Aviva Investors  Obligacji",1.76,"Aviva Investors","2002-04-08",1000,100,"709.7","d³u¿ne",1.75,"2",0,"","1.75","-8.0341E-06","0.001510089","-0.002449243","0.614760072","-2.2754E-05","0.002478744","-0.002008526","0.379032303","polskie","2017",-0.0448735526375439,16.3581050228311,"Aviva Investors Obligacji2017"
"46","Aviva Investors Polskich Akcji","Aviva Investors  Polskich Akcji",4.02,"Aviva Investors","2002-04-08",1000,100,"873.7","akcji",4,"5",0,"","4.05","0.000513935","0.006923734","-0.013243455","3.324107165","-0.000357361","-0.028703831","0.128483835","1.73785716","polskie","2017",0.0653010141523944,16.3581050228311,"Aviva Investors Polskich Akcji2017"
"47","Aviva Investors Stabilnego Inwestowania","Aviva Investors  Stabilnego Inwestowania",3.02,"Aviva Investors","2002-04-08",1000,100,"326.3","mieszane",3,"3",0,"","3.03","0.000113982","0.002430705","-0.004882808","1.225584749","-8.78151E-05","-0.02031345","0.028495593","0.610107036","zagraniczne","2017",0.0221200415725086,16.3581050228311,"Aviva Investors Stabilnego Inwestowania2017"
"48","Aviva Investors Depozyt Plus","Aviva Investors Depozyt Plus",1.01,"Aviva Investors","2002-04-08",1000,100,"186.2","pieniê¿ne",1,"1",0,"","1.01","1.66453E-05","0.00037456","-0.000635392","0.159483269","2.17908E-05","0.006985235","0.004161329","0.094014538","polskie","2017",-0.11528718037204,16.3581050228311,"Aviva Investors Depozyt Plus2017"
"49","Aviva Investors D³u¿nych Papierów Korporacyjnych","Aviva Investors D³u¿nych Papierów Korporacyjnych",1.02,"Aviva Investors","2011-11-18",1000,100,"1032","d³u¿ne",1,"1",0,"10","1.15","0.000164952","0.000460099","-0.000874813","0.219577961","0.000112108","0.022830746","0.041237994","0.115484759","polskie","2017",0.227198759621605,6.73881278538813,"Aviva Investors D³u¿nych Papierów Korporacyjnych2017"
"50","Aviva Investors Aktywnej Alokacji","Aviva Investors FIO Aktywnej Alokacji",2.05,"Aviva Investors","2004-10-05",1000,100,"129.7","mieszane",2,"1",0,"10","2.23","0.000161166","0.007249211","-0.013464717","3.379643976","-0.000125826","-0.028753323","0.040291463","1.819551904","zagraniczne","2017",0.0138998304716676,13.8622146118721,"Aviva Investors Aktywnej Alokacji2017"
"51","Aviva Investors SFIO Lokacyjny","Aviva Investors Lokacyjny",0.27,"Aviva Investors","2016-08-22",500000,1000,"228.4","d³u¿ne",0.25,"0",0,"","",NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2017",NA,1.97454337899543,"Aviva Investors SFIO Lokacyjny2017"
"52","Aviva Investors Ma³ych Spó³ek","Aviva Investors Ma³ych Spó³ek",4.03,"Aviva Investors","2008-04-08",1000,100,"188.1","akcji",4,"5",0,"","4.02","0.000396678","0.006016564","-0.011399305","2.861225605","5.24708E-05","0.080036811","0.099169434","1.510157439","polskie","2017",0.0557355357966753,10.3526255707763,"Aviva Investors Ma³ych Spó³ek2017"
"53","Aviva Investors Nowoczesnych Technologii","Aviva Investors Nowoczesnych Technologii",4.04,"Aviva Investors","2008-04-08",1000,100,"171.8","akcji",4,"5",0,"","4.13","0.000452209","0.005283389","-0.009569683","2.401990444","-6.24065E-05","0.035702216","0.113052358","1.326130658","polskie","2017",0.0739386857610828,10.3526255707763,"Aviva Investors Nowoczesnych Technologii2017"
"54","Aviva Investors Nowych Spó³ek","Aviva Investors Nowych Spó³ek",4.04,"Aviva Investors","2008-04-08",1000,100,"141.2","akcji",4,"5",0,"","4.09","0.00031326","0.004570537","-0.009394309","2.357971496","-4.05983E-05","0.063695759","0.078315108","1.147204876","polskie","2017",0.0551907591438794,10.3526255707763,"Aviva Investors Nowych Spó³ek2017"
"55","Aviva Investors Obligacji Dynamiczny","Aviva Investors Obligacji Dynamiczny",1.52,"Aviva Investors","2011-11-18",1000,100,"625.2","d³u¿ne",1.5,"2",0,"10","1.8","9.48594E-05","0.001399482","-0.002441639","0.61285132","0.000104093","0.029587213","0.023714838","0.35126997","polskie","2017",0.0248095161678637,6.73881278538813,"Aviva Investors Obligacji Dynamiczny2017"
"56","Aviva Investors Ochrony Kapita³u Plus","Aviva Investors Ochrony Kapita³u Plus",2.55,"Aviva Investors","2004-10-06",1000,100,"69","mieszane",2.5,"3",0,"","2.55","0.000112192","0.002005411","-0.003575378","0.897419788","1.51285E-05","0.009942177","0.028047923","0.503358208","zagraniczne","2017",0.025921744778621,13.8594748858447,"Aviva Investors Ochrony Kapita³u Plus2017"
"57","Aviva Investors Optymalnego Wzrostu","Aviva Investors Optymalnego Wzrostu",2.57,"Aviva Investors","2010-05-10",1000,100,"31","mieszane",2.5,"4",0,"10","2.57","9.93973E-05","0.005410041","-0.011389348","2.858726309","-0.000450184","-0.122356717","0.02484933","1.357920233","zagraniczne","2017",0.00725324636944267,8.26495433789954,"Aviva Investors Optymalnego Wzrostu2017"
"58","Aviva Investors Zrównowa¿ony","Aviva Investors Zrównowa¿ony",3.56,"Aviva Investors","2006-12-29",1000,100,"88.7","mieszane",3.5,"0",0,"","3.57","0.000270765","0.004143584","-0.007918938","1.987653417","-0.000219045","-0.011933498","0.067691212","1.040039673","zagraniczne","2017",0.0506626942874322,11.6292237442922,"Aviva Investors Zrównowa¿ony2017"
"59","Aviva Oszczêdnoœciowy","Aviva Oszczêdnoœciowy",1.59,"Aviva","2015-11-12",1000,100,"276.9","absolutnej stopy zwrotu",0.95,"0",0,"","0.9","6.39886E-05","0.001987188","-0.003141056","0.788404997","-0.000252295","-0.053120583","0.015997142","0.49878415","zagraniczne","2017",0.00199914532167873,2.75251141552511,"Aviva Oszczêdnoœciowy2017"
"60","AXA Akcji","AXA FIO Subfundusz Akcji",4.15,"AXA","2010-07-05",500,100,"277","akcji",4,"5",0,"","4.23","0.000241197","0.008781482","-0.015011708","3.767938605","-0.000709654","-0.192221778","0.060299185","2.204151939","polskie","2017",0.0205517524443219,8.1115296803653,"AXA Akcji2017"
"61","AXA Akcji Ma³ych i Œrednich Spó³ek","AXA FIO Subfundusz Akcji Ma³ych I Œrednich Spó³ek",3.98,"AXA","2014-03-11",500,100,"99.1","akcji",4,"5",0,"","4.29","0.000576375","0.007862195","-0.013634344","3.422220368","-0.000126893","0.012080963","0.144093643","1.973410861","polskie","2017",0.0654165057825736,4.42659817351598,"AXA Akcji Ma³ych i Œrednich Spó³ek2017"
"62","AXA Lokacyjny","AXA FIO Subfundusz Lokacyjny",0.89,"AXA","2010-07-05",500,100,"356.5","pieniê¿ne",0.8,"0",0,"","0.89","6.32517E-05","0.000242658","-0.000460602","0.115611081","5.88456E-05","0.014183649","0.015812921","0.060907237","polskie","2017",0.0133468704219829,8.1115296803653,"AXA Lokacyjny2017"
"63","AXA Makro Alokacji","AXA FIO Subfundusz Makro Alokacji",NA,"AXA","2010-07-05",500,100,"114.4","",NA,"4",0,"","","4.21221E-05","0.004969821","-0.008762668","2.199429553","-0.000497314","-0.129299216","0.010530519","1.247424964","zagraniczne","2017",-0.00358296581276371,8.1115296803653,"AXA Makro Alokacji2017"
"64","AXA Obligacji","AXA FIO Subfundusz Obligacji",1.58,"AXA","2010-07-05",500,100,"519.9","d³u¿ne",1.5,"2",0,"","1.58","-1.56966E-05","0.001499293","-0.002560964","0.642801996","-2.01593E-05","0.006598402","-0.003924138","0.376322433","polskie","2017",-0.0502870313872572,8.1115296803653,"AXA Obligacji2017"
"65","AXA Obligacji Korporacyjnych","AXA FIO Subfundusz Obligacji Korporacyjnych",1.64,"AXA","2010-07-05",500,100,"110.4","d³u¿ne",1.5,"2",0,"","1.65","0.000105705","0.000450803","-0.000808971","0.203051622","2.28796E-05","0.001364877","0.026426306","0.113151561","polskie","2017",0.100982309912631,8.1115296803653,"AXA Obligacji Korporacyjnych2017"
"66","AXA Selektywny Akcji Polskich","AXA FIO Subfundusz Sektywny Akcji Polskich",4.16,"AXA","2010-07-05",500,100,"120.6","akcji",4,"5",0,"","4.36","0.00036176","0.008515758","-0.014844482","3.725964903","-0.000471265","-0.127878695","0.090440055","2.137455341","polskie","2017",0.0352943303904098,8.1115296803653,"AXA Selektywny Akcji Polskich2017"
"67","AXA Selective Equity","AXA FIO Subfundusz Selective Equity",4.21,"AXA","2010-07-05",500,100,"126.6","akcji",4,"5",0,"","4.48","0.000280534","0.009480219","-0.017202091","4.317724934","-0.000702505","-0.18654394","0.070133425","2.379534884","zagraniczne","2017",0.023169832630199,8.1115296803653,"AXA Selective Equity2017"
"68","AXA Stabilnego Wzrostu","AXA FIO Subfundusz Stabilnego Wzrostu",3.44,"AXA","2010-07-05",500,100,"93.6","mieszane",3.25,"4",0,"","3.47","9.00963E-05","0.003839607","-0.006240808","1.566442857","-0.000312693","-0.070099326","0.022524067","0.963741393","zagraniczne","2017",0.00780714313471436,8.1115296803653,"AXA Stabilnego Wzrostu2017"
"69","BG¯ BNP Paribas Aktywnego Inwestowania","BG¯ BNP Paribas FIO Subfundusz Aktywnego Inwestowania",3.5,"BG¯ BNP Paribas","2016-03-31",200,100,"219.6","mieszane",2.9,"2",0,"10","1.33",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,2.36906392694064,"BG¯ BNP Paribas Aktywnego Inwestowania2017"
"70","BG¯ BNP Paribas Dynamicznego Inwestowania","BG¯ BNP Paribas FIO Subfundusz Dynamicznego Inwestowania",4.4,"BG¯ BNP Paribas","2016-03-31",200,100,"87.5","akcji",3.8,"3",0,"20","2.03",NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2017",NA,2.36906392694064,"BG¯ BNP Paribas Dynamicznego Inwestowania2017"
"71","BG¯ BNP Paribas Globalny Dynamicznego Wzrostu","BG¯ BNP Paribas FIO Subfundusz Globalny Dynamicznego Wzrostu",4.2,"BG¯ BNP Paribas","2016-03-31",200,100,"26.3","akcji",3.6,"3",0,"20","1.7",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,2.36906392694064,"BG¯ BNP Paribas Globalny Dynamicznego Wzrostu2017"
"72","BG¯ BNP Paribas Globalny Stabilnego Wzrostu","BG¯ BNP Paribas FIO Subfundusz Globalny Stabilnego Wzrostu",3.5,"BG¯ BNP Paribas","2016-03-31",200,100,"107.9","mieszane",3,"2",0,"20","1.26",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,2.36906392694064,"BG¯ BNP Paribas Globalny Stabilnego Wzrostu2017"
"73","BG¯ BNP Paribas Obligacji","BG¯ BNP Paribas FIO Subfundusz Obligacji",1.8,"BG¯ BNP Paribas","2016-03-31",200,100,"146.8","d³u¿ne",1.5,"2",0,"20","",NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2017",NA,2.36906392694064,"BG¯ BNP Paribas Obligacji2017"
"74","BG¯ BNP Paribas Pieniê¿ny","BG¯ BNP Paribas FIO Subfundusz Pieniê¿ny",1.2,"BG¯ BNP Paribas","2016-03-31",200,100,"487.1","pieniê¿ne",1,"0",0,"","0.96",NA,NA,NA,NA,NA,NA,NA,NA,"polskie","2017",NA,2.36906392694064,"BG¯ BNP Paribas Pieniê¿ny2017"
"75","BG¯ BNP Paribas Stabilnego Inwestowania","BG¯ BNP Paribas FIO Subfundusz Stabilnego Inwestowania",3.4,"BG¯ BNP Paribas","2016-03-31",200,100,"10.1","mieszane",3,"2",0,"20","1.21",NA,NA,NA,NA,NA,NA,NA,NA,"zagraniczne","2017",NA,2.36906392694064,"BG¯ BNP Paribas Stabilnego Inwestowania2017"
"76","BG¯ Konserwatywny","BG¯ SFIO Konserwatywny",2.26,"BG¯","2014-05-15",100,100,"41.7","d³u¿ne",0.4,"0",0,"","0.67","6.47649E-05","0.000734077","-0.001534433","0.372867196","4.35143E-05","0.012063268","0.015673104","0.178380813","polskie","2017",0.00377341031627656,4.24851598173516,"BG¯ Konserwatywny2017"
"77","BNP Paribas Akcji","BNP Paribas FIO Subfundusz BNP Paribas Akcji",2.9,"BNP Paribas","2005-01-18",200,100,"36.5","akcji",2,"3",0,"20","2.85","0.000470653","0.008780711","-0.01540489","3.866627489","-0.0004272","-0.081219613","0.117663267","2.203958488","polskie","2017",0.0465813070250532,13.5744292237443,"BNP Paribas Akcji2017"
"78","BNP Paribas Papierów D³u¿nych","BNP Paribas FIO Subfundusz BNP Paribas Papierów D³u¿nych",2.02,"BNP Paribas","2010-12-21",200,100,"15","d³u¿ne",1,"2",0,"10","1.7","-3.57244E-06","0.001526598","-0.002807791","0.704755611","-1.55572E-05","0.008939989","-0.000893111","0.383176157","polskie","2017",-0.0414772963026507,7.64840182648402,"BNP Paribas Papierów D³u¿nych2017"
"79","BNP Paribas Stabilnego Wzrostu","BNP Paribas FIO Subfundusz BNP Paribas Stabilnego Wzrostu",2.92,"BNP Paribas","2005-01-18",200,100,"23.5","mieszane",2,"2",0,"20","2.86","0.000123973","0.003354553","-0.006103354","1.531941915","-0.000132548","-0.041350968","0.030993314","0.841992798","zagraniczne","2017",0.0189945971485614,13.5744292237443,"BNP Paribas Stabilnego Wzrostu2017"
"80","BPS Akcji","BPS Akcji",4.16,"BPS","2011-05-10",100,50,"23.3","akcji",4,"4",0,"","4.13","0.000382576","0.009092256","-0.015209188","3.817506158","-0.000503272","-0.118317359","0.09564394","2.282156199","polskie","2017",0.035336731129682,7.26495433789954,"BPS Akcji2017"
"81","BPS Obligacji","BPS Obligacji",1.26,"BPS","2011-05-10",100,50,"20.7","d³u¿ne",1.2,"2",0,"","1.25","1.49225E-05","0.001934697","-0.00288599","0.724383517","-2.97447E-05","0.009140354","0.003730637","0.485608972","polskie","2017",-0.0232066614288173,7.26495433789954,"BPS Obligacji2017"
"82","BPS Obligacji Korporacyjnych","BPS Obligacji Korporacyjnych",1.03,"BPS","2013-09-26",160000,10000,"37.5","d³u¿ne",0.95,"2",0,"20","1.24","9.37582E-05","0.000735186","-0.000852182","0.21389771","8.72735E-05","0.024325181","0.023439554","0.184531692","polskie","2017",0.0457349841023514,4.88139269406393,"BPS Obligacji Korporacyjnych2017"
"83","BPS Pieniê¿ny","BPS Pieniê¿ny",0.94,"BPS","2011-05-10",100,50,"82","pieniê¿ne",0.9,"0",0,"","1.03","4.61359E-05","0.000685059","-0.000947094","0.237720471","5.88325E-05","0.017980372","0.011533975","0.171949892","polskie","2017",-0.0201571804418464,7.26495433789954,"BPS Pieniê¿ny2017"
"84","BPS P³ynnoœciowy","BPS P³ynnoœciowy",0.71,"BPS","2013-09-26",100,50,"","pieniê¿ne",0.65,"0",0,"","0.98","4.70077E-05","0.000686858","-0.000835931","0.209818696","8.29492E-05","0.02338009","0.01175192","0.17240134","polskie","2017",-0.0188402247917563,4.88139269406393,"BPS P³ynnoœciowy2017"
"85","BPS Stabilnego Wzrostu","BPS Stabilnego Wzrostu",2.23,"BPS","2011-05-10",100,50,"13.6","mieszane",2,"3",0,"","2.87","0.000204691","0.003758857","-0.005771084","1.448542053","-0.000279278","-0.062654141","0.051172693","0.943473053","zagraniczne","2017",0.0383399323223702,7.26495433789954,"BPS Stabilnego Wzrostu2017"
"86","Caspar Akcji Europejskich","Caspar Akcji Europejskich",4.32,"Caspar Parasolowy","2012-11-02",1000,100,"43.8","akcji",3.5,"4",0,"","","0.000713727","0.008668563","-0.015045062","3.776310616","3.23449E-05","0.005006286","0.178431696","2.175809401","zagraniczne","2017",0.0751130572029365,5.78002283105023,"Caspar Akcji Europejskich2017"
"87","Caspar Akcji Polskich","Caspar Akcji Polskich",4.23,"Caspar","2012-11-02",1000,100,"26","akcji",3.5,"4",0,"","4.29","0.000517028","0.00740895","-0.014086216","3.535640291","-0.000357839","-0.047649153","0.129257015","1.859646384","polskie","2017",0.0614401834580181,5.78002283105023,"Caspar Akcji Polskich2017"
"88","Caspar Globalny","Caspar Globalny",2.87,"Caspar","2015-12-15",1000,100,"10.9","mieszane",1.95,"4",0,"15","3.05","0.000296285","0.007530093","-0.011520288","2.891592348","-0.003045304","-0.576548479","0.07407136","1.890053411","zagraniczne","2017",0.0312538046047843,2.662100456621,"Caspar Globalny2017"
"89","Caspar Ochrony Kapita³u","Caspar Ochrony Kapita³u",0.17,"Caspar","2012-11-02",1000,100,"9.8","d³u¿ne",0.05,"0",0,"","0.48","3.93339E-05","0.00077673","-0.001295851","0.325258588","6.13911E-05","0.017393359","0.009833484","0.194959205","polskie","2017",-0.0265004978862116,5.78002283105023,"Caspar Ochrony Kapita³u2017"
"90","Credit Agricole Akcji Nowej Europy","Credit Agricole fio Subfundusz Credit Agricole Akcji Nowej Europy",4.41,"Credit Agricole","2008-05-13",1000,500,"7.5","akcji",3.95,"3",1,"","4.87","0.000346368","0.009758097","-0.017560522","4.407691027","-0.000617914","-0.115546812","0.086591934","2.449282275","zagraniczne","2017",0.0292297603794973,10.2567351598174,"Credit Agricole Akcji Nowej Europy2017"
"91","Credit Agricole Akcyjny","Credit Agricole fio Subfundusz Credit Agricole Akcyjny",2.98,"Credit Agricole","2006-11-03",1000,500,"67.4","akcji",2.95,"3",1,"","3.1","0.00054565","0.007547871","-0.013697897","3.438172191","-0.000119413","-0.006961345","0.13641255","1.894515741","polskie","2017",0.0640863242106997,11.7826484018265,"Credit Agricole Akcyjny2017"
"92","Credit Agricole Dynamiczny Polski","Credit Agricole fio Subfundusz Credit Agricole Dynamiczny Polski",2.8,"Credit Agricole","2005-09-26",1000,500,"89.6","mieszane",2.75,"3",1,"","2.88","0.000299086","0.004870746","-0.008898239","2.233457977","-0.00019528","-0.06820792","0.074771595","1.222557149","zagraniczne","2017",0.0488906347232034,12.8868721461187,"Credit Agricole Dynamiczny Polski2017"
"93","Credit Agricole Lokacyjny","Credit Agricole fio Subfundusz Credit Agricole Lokacyjny",1.96,"Credit Agricole","2006-11-03",1000,500,"73.9","pieniê¿ne",1.95,"2",1,"","1.96","1.39942E-05","0.000286389","-0.000542926","0.136274535","4.23532E-06","0.002487369","0.003498546","0.071883591","polskie","2017",-0.160001105120082,11.7826484018265,"Credit Agricole Lokacyjny2017"
"94","Credit Agricole Stabilnego Wzrostu","Credit Agricole fio Subfundusz Credit Agricole Stabilnego Wzrostu",2.27,"Credit Agricole","2003-05-05",1000,500,"301.3","mieszane",2.25,"3",1,"","2.27","0.000118732","0.002841081","-0.004922266","1.235488788","-5.23147E-05","0.006499914","0.029683098","0.713111342","zagraniczne","2017",0.0205901899678382,15.2841324200913,"Credit Agricole Stabilnego Wzrostu2017"
"95","DB Fund Dynamiczny","DB Funds FIO (Dynamiczny)",6.05,"DB Funds","2012-04-16",100,50,"2.1","akcji",2,"2",0,"","0.62","0.000385856","0.005690371","-0.010762329","2.712106918","-7.96984E-05","-0.00227319","0.096849826","1.433973378","polskie","2017",0.0570790415329454,6.32796803652968,"DB Fund Dynamiczny2017"
"96","DB Fund Globalny Zrównowa¿ony","DB Funds FIO (Globalny Zrównowa¿ony)",8.1,"DB Funds","2012-04-16",100,50,"1.4","mieszane",1.3,"2",0,"","0.72","0.000197986","0.004222347","-0.006935828","1.747828721","1.86242E-05","0.009597613","0.049694435","1.064031546","zagraniczne","2017",0.0326065849555179,6.32796803652968,"DB Fund Globalny Zrównowa¿ony2017"
"97","DB Fund Instrumentów D³u¿nych","DB Funds FIO (Instrumentów D³u¿nych)",5.12,"DB Funds","2012-04-16",100,50,"2.7","d³u¿ne",0.5,"1",0,"","0.34","2.07504E-05","0.000733266","-0.001034419","0.260673692","6.71787E-05","0.032175667","0.005208345","0.184782989","polskie","2017",-0.0529900238814732,6.32796803652968,"DB Fund Instrumentów D³u¿nych2017"
"98","Esaliens Akcji Azjatyckich","Esaliens Akcji Azjatyckich",4.2,"Esaliens","2015-10-09",100,100,"8.2","akcji",2.5,"5",0,"","2.35","0.000363025","0.007392816","-0.012331176","3.021138151","-0.000794055","-0.247350395","0.088578202","1.811239828","zagraniczne","2017",0.0406231139921687,2.84577625570776,"Esaliens Akcji Azjatyckich2017"
"99","Esaliens Amerykañskich Spó³ek Wzrostowych","Esaliens Amerykañskich Spó³ek Wzrostowych",4.07,"Esaliens","2015-10-09",100,100,"2.6","akcji",2.5,"5",0,"","2.44","0.000126781","0.012742741","-0.020703601","5.072382365","-0.000542339","-0.205752665","0.030934498","3.121971444","zagraniczne","2017",0.00510398582620732,2.84577625570776,"Esaliens Amerykañskich Spó³ek Wzrostowych2017"
"100","Esaliens Globalnych Papierów D³u¿nych","Esaliens Globalnych Papierów D³u¿nych",3.14,"Esaliens","2015-10-09",100,100,"17.9","d³u¿ne",2,"3",0,"","2.69","0.000385072","0.002766457","-0.00431934","1.05823834","-0.000625204","-0.137393826","0.093957457","0.677782067","zagraniczne","2017",0.116493871473292,2.84577625570776,"Esaliens Globalnych Papierów D³u¿nych2017"
"101","Esaliens Ma³ych Spó³ek Amerykañskich","Esaliens Ma³ych Spó³ek Amerykañskich",4.18,"Esaliens","2015-10-09",100,100,"0.6","akcji",2.5,"5",0,"","2.99","0.00087107","0.010789175","-0.017948838","4.39746535","-0.001112307","-0.331654719","0.212541042","2.643347765","zagraniczne","2017",0.0747313859400562,2.84577625570776,"Esaliens Ma³ych Spó³ek Amerykañskich2017"
"102","Esaliens Okazji Rynkowych","Esaliens Okazji Rynkowych",4.09,"Esaliens","2015-10-09",100,100,"0.5","akcji",2.5,"5",0,"","1.48","5.95027E-05","0.016955515","-0.027764706","6.74682357","-0.001841705","-0.49401485","0.014399643","4.12019006","zagraniczne","2017",-0.000145710996642713,2.84577625570776,"Esaliens Okazji Rynkowych2017"
"103","Esaliens Akcji","Esaliens Parasol FIO Subfundusz Akcji",3.6,"Esaliens","1999-01-04",100,100,"1080.5","akcji",3.5,"4",0,"","3.38","0.000329657","0.0077368","-0.01442902","3.621684014","-0.000622536","-0.182379925","0.082414347","1.941936825","polskie","2017",0.0347150052113565,19.6182648401826,"Esaliens Akcji2017"
"104","Esaliens CEE Select","Esaliens Parasol FIO Subfundusz CEE Select",4.46,"Esaliens","2014-09-01",100,100,"2.8","akcji",3.5,"4",0,"20","0","0.000460586","0.006999929","-0.011783594","2.957682192","-0.000279107","-0.063948572","0.115146488","1.756982146","zagraniczne","2017",0.056999149495057,3.94988584474886,"Esaliens CEE Select2017"
"105","Esaliens Obligacji","Esaliens Parasol FIO Subfundusz Obligacji",1.58,"Esaliens","1999-01-04",100,100,"175.8","d³u¿ne",1.5,"1",0,"","1.42","-5.06088E-05","0.001777291","-0.002836033","0.711844222","-8.42573E-05","-0.004384007","-0.012652202","0.446100103","polskie","2017",-0.0619865402721057,19.6182648401826,"Esaliens Obligacji2017"
"106","Esaliens Pieniê¿ny","Esaliens Parasol FIO Subfundusz Pieniê¿ny",0.85,"Esaliens","1999-01-04",100,100,"400.8","pieniê¿ne",0.8,"0",0,"","0.83","4.46271E-05","0.000179943","-0.000373228","0.093680259","6.32777E-05","0.015427096","0.011156764","0.045165654","polskie","2017",-0.0850920037602024,19.6182648401826,"Esaliens Pieniê¿ny2017"
"107","Esaliens Stabilny","Esaliens Parasol FIO Subfundusz Stabilny",3.29,"Esaliens","2014-09-01",100,100,"44.8","mieszane",2.6,"3",0,"10","1.65","4.87386E-05","0.002786525","-0.004929855","1.237393529","-0.000168953","-0.051743622","0.012184659","0.699417788","zagraniczne","2017",-0.00402526365257385,3.94988584474886,"Esaliens Stabilny2017"
"108","Esaliens Strateg","Esaliens Parasol FIO Subfundusz Strateg",3.64,"Esaliens","1999-01-04",100,100,"126.9","mieszane",3.5,"4",0,"","2.96","-6.62662E-05","0.004526977","-0.008486303","2.130061955","-0.000611049","-0.178530083","-0.016566538","1.136271337","zagraniczne","2017",-0.0277808098929455,19.6182648401826,"Esaliens Strateg2017"
"109","Esaliens Senior FIO","Esaliens Senior FIO",2.57,"Esaliens","1999-04-12",100,100,"1119.3","mieszane",2.5,"3",0,"","1.29","4.39502E-05","0.002240358","-0.003998574","1.003642148","-0.000231559","-0.058788075","0.010987543","0.562329742","zagraniczne","2017",-0.00713541664314103,19.3498858447489,"Esaliens Senior FIO2017"
